TS,Track V, Car V, Car I
1609459274967,10.029269,5.760579,3.468436
1609459275030,9.981019,2.491965,0.825818
1609459275193,9.853817,5.492741,5.210712
1609459275321,9.713455,6.458000,6.596475
1609459275385,9.700296,6.729951,6.660929
1609459275449,9.687138,6.857428,6.854291
1609459275577,9.599412,7.396942,7.627740
1609459275641,9.599412,8.296408,7.659967
1609459275705,9.450278,9.340620,8.884596
1609459275833,9.459050,9.362552,8.981277
1609459275961,9.200258,9.077442,11.785030
1609459276089,10.038041,5.957963,3.661799
1609459276217,9.985406,2.588464,0.600229
1609459276345,10.002951,1.688999,1.824857
1609459276473,10.038041,0.070181,3.532891
1609459276617,10.033655,0.052636,3.532891
1609459276745,10.033655,0.052636,3.565118
1609459276938,10.038041,0.048249,3.565118
1609459277065,10.033655,0.057022,3.565118
1609459277193,10.033655,0.052636,3.532891
1609459277321,10.029269,0.057022,3.532891
1609459277449,10.029269,0.057022,3.565118
1609459277578,10.033655,0.057022,3.565118
1609459277642,10.038041,0.052636,3.500664
1609459277771,10.033655,0.456175,3.565118
1609459277899,10.038041,0.504424,3.532891
1609459277963,10.029269,0.473720,3.565118
1609459278091,10.033655,0.399153,3.565118
1609459278219,10.038041,0.456175,3.565118
1609459278348,10.033655,0.372835,3.565118
1609459278476,10.038041,0.394767,3.500664
1609459278604,10.029269,0.385994,3.500664
1609459278796,10.042427,0.364063,3.565118
1609459278924,10.038041,0.355290,3.532891
1609459279052,10.038041,0.298268,3.532891
1609459279180,10.038041,0.057022,3.532891
1609459279308,10.029269,0.057022,3.532891
1609459279436,10.038041,0.057022,3.532891
1609459279564,10.038041,0.057022,3.532891
1609459279692,10.033655,0.052636,3.532891
1609459279821,10.038041,0.052636,3.565118
1609459279949,10.038041,0.250019,3.565118
1609459280077,10.038041,0.267564,3.565118
1609459280205,10.033655,0.052636,3.565118
1609459280333,10.042427,0.074567,3.565118
1609459280461,10.038041,0.052636,3.532891
1609459280589,10.029269,0.052636,3.565118
1609459280783,10.029269,0.052636,3.597345
1609459280909,10.038041,0.052636,3.597345
1609459281037,10.038041,0.057022,3.565118
1609459281165,10.038041,0.052636,3.597345
1609459281294,10.033655,0.052636,3.532891
1609459281422,10.038041,0.052636,3.532891
1609459281550,10.033655,0.057022,3.565118
1609459281678,10.038041,0.052636,3.565118
1609459281806,10.033655,0.052636,3.565118
1609459281934,10.038041,0.052636,3.565118
1609459282062,10.033655,0.057022,3.500664
1609459282190,10.029269,0.057022,3.565118
1609459282318,10.038041,0.057022,3.532891
1609459282446,10.033655,0.057022,3.565118
1609459282575,10.033655,0.057022,3.532891
1609459282767,10.038041,0.052636,3.565118
1609459282896,10.033655,0.057022,3.565118
1609459283025,10.038041,0.057022,3.532891
1609459283153,10.033655,0.052636,3.500664
1609459283295,10.033655,0.052636,3.532891
1609459283425,10.029269,0.052636,3.532891
1609459283553,10.042427,0.057022,3.565118
1609459283681,10.038041,0.057022,3.532891
1609459283809,10.038041,0.057022,3.532891
1609459283937,10.029269,0.052636,3.565118
1609459284067,10.038041,0.052636,3.532891
1609459284195,10.033655,0.052636,3.500664
1609459284323,10.033655,0.057022,3.532891
1609459284387,10.038041,0.052636,3.532891
